Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,SEO Title,SEO Description,Status
puffy-cloud,Puffy Cloud,<p>Adaptive foam</p><ul><li>Cooling gel cloud layer</li><li>Stain-resistant cover</li><li>Pressure relief</li></ul><p>Call for current Puffy offers.</p>,Puffy,,Mattress,"primary, puffy, Mattress, Medium-firm, priced",TRUE,Size,Twin,puffy-cloud-twin,449,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/puffy-refresh/cloud-crop-01.webp,1,Puffy Cloud | Discount Mattress Bowling Green,Puffy Cloud from Puffy. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
puffy-cloud,,,,,,,TRUE,Size,Twin XL,puffy-cloud-twin-xl,649,,,deny,manual,TRUE,TRUE,,,,,active
puffy-cloud,,,,,,,TRUE,Size,Full,puffy-cloud-full,799,,,deny,manual,TRUE,TRUE,,,,,active
puffy-cloud,,,,,,,TRUE,Size,Queen,puffy-cloud-queen,949,,,deny,manual,TRUE,TRUE,,,,,active
puffy-cloud,,,,,,,TRUE,Size,King,puffy-cloud-king,1249,,,deny,manual,TRUE,TRUE,,,,,active
puffy-cloud,,,,,,,TRUE,Size,Cal King,puffy-cloud-cal-king,1249,,,deny,manual,TRUE,TRUE,,,,,active
puffy-cloud,,,,,,,TRUE,Size,Split King,puffy-cloud-split-king,1498,,,deny,manual,TRUE,TRUE,,,,,active
puffy-lux,Puffy Lux,<p>Cooling contour</p><ul><li>Cooling gel foam</li><li>Climate comfort layer</li><li>Deep contouring</li></ul><p>Ask to compare Lux foam and hybrid options.</p>,Puffy,,Mattress,"primary, puffy, Mattress, Medium, Cooling, priced",TRUE,Size,Twin,puffy-lux-twin,749,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/puffy-refresh/lux-crop-01.webp,1,Puffy Lux | Discount Mattress Bowling Green,Puffy Lux from Puffy. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
puffy-lux,,,,,,,TRUE,Size,Twin XL,puffy-lux-twin-xl,1099,,,deny,manual,TRUE,TRUE,,,,,active
puffy-lux,,,,,,,TRUE,Size,Full,puffy-lux-full,1349,,,deny,manual,TRUE,TRUE,,,,,active
puffy-lux,,,,,,,TRUE,Size,Queen,puffy-lux-queen,1549,,,deny,manual,TRUE,TRUE,,,,,active
puffy-lux,,,,,,,TRUE,Size,King,puffy-lux-king,1749,,,deny,manual,TRUE,TRUE,,,,,active
puffy-lux,,,,,,,TRUE,Size,Cal King,puffy-lux-cal-king,1749,,,deny,manual,TRUE,TRUE,,,,,active
puffy-lux,,,,,,,TRUE,Size,Split King,puffy-lux-split-king,2198,,,deny,manual,TRUE,TRUE,,,,,active
puffy-lux-hybrid,Puffy Lux Hybrid,<p>Contour with lift</p><ul><li>Coil support</li><li>Cooling foam</li><li>Better edge response</li></ul><p>Call for current hybrid availability.</p>,Puffy,,Mattress,"primary, puffy, Mattress, Medium, priced",TRUE,Size,Twin,puffy-lux-hybrid-twin,749,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/puffy-refresh/lux-crop-02.webp,1,Puffy Lux Hybrid | Discount Mattress Bowling Green,Puffy Lux Hybrid from Puffy. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
puffy-lux-hybrid,,,,,,,TRUE,Size,Twin XL,puffy-lux-hybrid-twin-xl,1099,,,deny,manual,TRUE,TRUE,,,,,active
puffy-lux-hybrid,,,,,,,TRUE,Size,Full,puffy-lux-hybrid-full,1349,,,deny,manual,TRUE,TRUE,,,,,active
puffy-lux-hybrid,,,,,,,TRUE,Size,Queen,puffy-lux-hybrid-queen,1549,,,deny,manual,TRUE,TRUE,,,,,active
puffy-lux-hybrid,,,,,,,TRUE,Size,King,puffy-lux-hybrid-king,1749,,,deny,manual,TRUE,TRUE,,,,,active
puffy-lux-hybrid,,,,,,,TRUE,Size,Cal King,puffy-lux-hybrid-cal-king,1749,,,deny,manual,TRUE,TRUE,,,,,active
puffy-lux-hybrid,,,,,,,TRUE,Size,Split King,puffy-lux-hybrid-split-king,2198,,,deny,manual,TRUE,TRUE,,,,,active
puffy-royal-hybrid,Puffy Royal Hybrid,<p>Luxury plush</p><ul><li>Quilted comfort top</li><li>Advanced cooling</li><li>Responsive support</li></ul><p>Ask the showroom team about Royal and Monarch comparisons.</p>,Puffy,,Mattress,"primary, puffy, Mattress, Medium, priced",TRUE,Size,Twin,puffy-royal-hybrid-twin,1089,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/puffy-refresh/royal-crop-01.webp,1,Puffy Royal Hybrid | Discount Mattress Bowling Green,Puffy Royal Hybrid from Puffy. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
puffy-royal-hybrid,,,,,,,TRUE,Size,Twin XL,puffy-royal-hybrid-twin-xl,1499,,,deny,manual,TRUE,TRUE,,,,,active
puffy-royal-hybrid,,,,,,,TRUE,Size,Full,puffy-royal-hybrid-full,2199,,,deny,manual,TRUE,TRUE,,,,,active
puffy-royal-hybrid,,,,,,,TRUE,Size,Queen,puffy-royal-hybrid-queen,2449,,,deny,manual,TRUE,TRUE,,,,,active
puffy-royal-hybrid,,,,,,,TRUE,Size,King,puffy-royal-hybrid-king,2749,,,deny,manual,TRUE,TRUE,,,,,active
puffy-royal-hybrid,,,,,,,TRUE,Size,Cal King,puffy-royal-hybrid-cal-king,2749,,,deny,manual,TRUE,TRUE,,,,,active
puffy-royal-hybrid,,,,,,,TRUE,Size,Split King,puffy-royal-hybrid-split-king,2998,,,deny,manual,TRUE,TRUE,,,,,active
puffy-monarch,Puffy Monarch,"<p>Tall, plush, premium</p><ul><li>Diamond foam</li><li>Ultra-premium profile</li><li>Cloud-like pressure relief</li></ul><p>Call for today's Monarch availability.</p>",Puffy,,Mattress,"primary, puffy, Mattress, Medium, Top tier, priced",TRUE,Size,Twin XL,puffy-monarch-twin-xl,1799,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/puffy-refresh/monarch-crop-01.webp,1,Puffy Monarch | Discount Mattress Bowling Green,Puffy Monarch from Puffy. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
puffy-monarch,,,,,,,TRUE,Size,Queen,puffy-monarch-queen,3199,,,deny,manual,TRUE,TRUE,,,,,active
puffy-monarch,,,,,,,TRUE,Size,King,puffy-monarch-king,3849,,,deny,manual,TRUE,TRUE,,,,,active
puffy-monarch,,,,,,,TRUE,Size,Cal King,puffy-monarch-cal-king,3849,,,deny,manual,TRUE,TRUE,,,,,active
puffy-monarch,,,,,,,TRUE,Size,Split King,puffy-monarch-split-king,3898,,,deny,manual,TRUE,TRUE,,,,,active
dreamcloud-classic-hybrid,DreamCloud Classic Hybrid,<p>Supportive comfort</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,DreamCloud,,Mattress,"primary, dreamcloud, Mattress, Firm, Best Value, priced",TRUE,Option,Firm,dreamcloud-classic-hybrid-firm,349,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/dreamcloud/classic-product.webp,1,DreamCloud Classic Hybrid | Discount Mattress Bowling Green,DreamCloud Classic Hybrid from DreamCloud. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
dreamcloud-classic-memory-foam,DreamCloud Classic Memory Foam,<p>Contouring support</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,DreamCloud,,Mattress,"primary, dreamcloud, Mattress, Firm, priced",TRUE,Option,Firm,dreamcloud-classic-memory-foam-firm,299,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/dreamcloud/classic-product.webp,1,DreamCloud Classic Memory Foam | Discount Mattress Bowling Green,DreamCloud Classic Memory Foam from DreamCloud. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
dreamcloud-premier,DreamCloud Premier Hybrid,<p>Luxury support</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,DreamCloud,,Mattress,"primary, dreamcloud, Mattress, Medium-firm, Most Popular, priced",TRUE,Option,Medium-firm,dreamcloud-premier-medium-firm,799,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/dreamcloud/dreamcloud-premier-1.webp,1,DreamCloud Premier Hybrid | Discount Mattress Bowling Green,DreamCloud Premier Hybrid from DreamCloud. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
dreamcloud-premier-memory-foam,DreamCloud Premier Memory Foam,<p>Cushioned contour</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,DreamCloud,,Mattress,"primary, dreamcloud, Mattress, Medium-firm, priced",TRUE,Option,Medium-firm,dreamcloud-premier-memory-foam-medium-firm,899,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/dreamcloud/dreamcloud-premier-1.webp,1,DreamCloud Premier Memory Foam | Discount Mattress Bowling Green,DreamCloud Premier Memory Foam from DreamCloud. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
dreamcloud-luxe-hybrid,DreamCloud Luxe Hybrid,<p>Targeted support</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,DreamCloud,,Mattress,"primary, dreamcloud, Mattress, Medium, Luxury, priced",TRUE,Option,Medium,dreamcloud-luxe-hybrid-medium,1099,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/dreamcloud/dreamcloud-rest-1.webp,1,DreamCloud Luxe Hybrid | Discount Mattress Bowling Green,DreamCloud Luxe Hybrid from DreamCloud. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
dreamcloud-luxe-memory-foam,DreamCloud Luxe Memory Foam,<p>Plush contour</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,DreamCloud,,Mattress,"primary, dreamcloud, Mattress, Medium, priced",TRUE,Option,Medium,dreamcloud-luxe-memory-foam-medium,1199,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/dreamcloud/dreamcloud-rest-1.webp,1,DreamCloud Luxe Memory Foam | Discount Mattress Bowling Green,DreamCloud Luxe Memory Foam from DreamCloud. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
dreamcloud-ultra-hybrid,DreamCloud Ultra Hybrid,<p>Indulgent plush support</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,DreamCloud,,Mattress,"primary, dreamcloud, Mattress, Medium-soft, Top Tier, priced",TRUE,Option,Medium-soft,dreamcloud-ultra-hybrid-medium-soft,1369,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/dreamcloud/dreamcloud-rest-3.webp,1,DreamCloud Ultra Hybrid | Discount Mattress Bowling Green,DreamCloud Ultra Hybrid from DreamCloud. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
dreamcloud-ultra-memory-foam,DreamCloud Ultra Memory Foam,<p>Deep contour</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,DreamCloud,,Mattress,"primary, dreamcloud, Mattress, Medium, Top Tier, priced",TRUE,Option,Medium,dreamcloud-ultra-memory-foam-medium,2199,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/dreamcloud/dreamcloud-premier-3.webp,1,DreamCloud Ultra Memory Foam | Discount Mattress Bowling Green,DreamCloud Ultra Memory Foam from DreamCloud. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
nectar-classic,Nectar Classic Memory Foam,<p>Supportive contour</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,Nectar,,Mattress,"primary, nectar, Mattress, Medium-firm, Value, priced",TRUE,Option,Medium-firm,nectar-classic-medium-firm,689,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/nectar/nectar-classic-1.webp,1,Nectar Classic Memory Foam | Discount Mattress Bowling Green,Nectar Classic Memory Foam from Nectar. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
nectar-classic-hybrid,Nectar Classic Hybrid,<p>Responsive support</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,Nectar,,Mattress,"primary, nectar, Mattress, Medium-firm, Hybrid value, priced",TRUE,Option,Medium-firm,nectar-classic-hybrid-medium-firm,799,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/nectar-refresh/classic-hybrid.png,1,Nectar Classic Hybrid | Discount Mattress Bowling Green,Nectar Classic Hybrid from Nectar. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
nectar-premier,Nectar Premier Memory Foam,<p>Cool contouring</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,Nectar,,Mattress,"primary, nectar, Mattress, Medium, priced",TRUE,Option,Medium,nectar-premier-medium,949,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/nectar-refresh/premier-memory.png,1,Nectar Premier Memory Foam | Discount Mattress Bowling Green,Nectar Premier Memory Foam from Nectar. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
nectar-premier-hybrid,Nectar Premier Hybrid,<p>Cool hybrid contour</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,Nectar,,Mattress,"primary, nectar, Mattress, Medium, Best seller, priced",TRUE,Option,Medium,nectar-premier-hybrid-medium,1099,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/nectar-refresh/premier-hybrid.png,1,Nectar Premier Hybrid | Discount Mattress Bowling Green,Nectar Premier Hybrid from Nectar. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
nectar-luxe-memory-foam,Nectar Luxe Memory Foam,<p>Premium cooling foam</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,Nectar,,Mattress,"primary, nectar, Mattress, Medium, Luxe, priced",TRUE,Option,Medium,nectar-luxe-memory-foam-medium,1249,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/nectar/nectar-copper-1.webp,1,Nectar Luxe Memory Foam | Discount Mattress Bowling Green,Nectar Luxe Memory Foam from Nectar. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
nectar-luxe-hybrid,Nectar Luxe Hybrid,"<p>Cool, supportive lift</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>",Nectar,,Mattress,"primary, nectar, Mattress, Medium, Cooling, priced",TRUE,Option,Medium,nectar-luxe-hybrid-medium,1549,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/nectar-refresh/luxe-hybrid.png,1,Nectar Luxe Hybrid | Discount Mattress Bowling Green,Nectar Luxe Hybrid from Nectar. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
nectar-ultra-memory-foam,Nectar Ultra Memory Foam,<p>Deep pressure relief</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,Nectar,,Mattress,"primary, nectar, Mattress, Medium-soft, Top Tier, priced",TRUE,Option,Medium-soft,nectar-ultra-memory-foam-medium-soft,1799,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/nectar-refresh/ultra-memory.png,1,Nectar Ultra Memory Foam | Discount Mattress Bowling Green,Nectar Ultra Memory Foam from Nectar. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
nectar-ultra-hybrid,Nectar Ultra Hybrid,<p>Plush cooling support</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,Nectar,,Mattress,"primary, nectar, Mattress, Medium-soft, Top Tier, priced",TRUE,Option,Medium-soft,nectar-ultra-hybrid-medium-soft,2099,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/nectar-refresh/ultra-hybrid.png,1,Nectar Ultra Hybrid | Discount Mattress Bowling Green,Nectar Ultra Hybrid from Nectar. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
nectar-kids,Nectar Kids Mattress,<p>Supportive kids comfort</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,Nectar,,Mattress,"primary, nectar, Mattress, Medium-firm, priced",TRUE,Option,Medium-firm,nectar-kids-medium-firm,319,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/product-assets/nectar-refresh/kids.png,1,Nectar Kids Mattress | Discount Mattress Bowling Green,Nectar Kids Mattress from Nectar. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
bedgear-m3,BEDGEAR M3 Performance Mattress,"<p>Personalized, breathable support</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>",Bedgear,,Mattress,"primary, bedgear, Mattress, Multiple options, Modular, priced",TRUE,Option,Multiple options,bedgear-m3-multiple-options,2999.99,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedgear/m3-main.webp,1,BEDGEAR M3 Performance Mattress | Discount Mattress Bowling Green,BEDGEAR M3 Performance Mattress from Bedgear. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
bedgear-m5,BEDGEAR M5 Performance Mattress,<p>Advanced cooling and adaptive support</p><ul><li>Premium comfort</li><li>Supportive design</li><li>Compare in store</li></ul><p>Call or visit to confirm current showroom availability.</p>,Bedgear,,Mattress,"primary, bedgear, Mattress, Multiple options, Premium, priced",TRUE,Option,Multiple options,bedgear-m5-multiple-options,3999.99,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedgear/m5-main.webp,1,BEDGEAR M5 Performance Mattress | Discount Mattress Bowling Green,BEDGEAR M5 Performance Mattress from Bedgear. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
bedgear-storm,Storm Performance Pillow,<p>Instant cooling</p><ul><li>Cooling cover</li><li>React foam crown</li><li>Breathable build</li></ul><p>Try pillow heights in store.</p>,Bedgear,,Pillow,"primary, bedgear, Pillow, Multiple heights, Cooling, priced",TRUE,Option,Multiple heights,bedgear-storm-multiple-heights,199.99,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedgear/storm-performance.webp,1,Storm Performance Pillow | Discount Mattress Bowling Green,Storm Performance Pillow from Bedgear. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
bedgear-balance,Balance Performance Pillow,<p>Moisture-wicking comfort</p><ul><li>Moisture-wicking cover</li><li>Hypoallergenic fill</li><li>Curved support</li></ul><p>Ask for pillow fitting help.</p>,Bedgear,,Pillow,"primary, bedgear, Pillow, Multiple heights, priced",TRUE,Option,Multiple heights,bedgear-balance-multiple-heights,99.99,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedgear/balance-performance.webp,1,Balance Performance Pillow | Discount Mattress Bowling Green,Balance Performance Pillow from Bedgear. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
bedgear-dri-tec,Dri-Tec Mattress Protector,"<p>Cool, quiet protection</p><ul><li>Waterproof barrier</li><li>Breathable surface</li><li>Machine washable</li></ul><p>Available with most mattress purchases.</p>",Bedgear,,Protector,"primary, bedgear, Protector, priced",TRUE,Option,Waterproof protector,bedgear-dri-tec-waterproof-protector,159.99,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/bedgear/dritec-protector.webp,1,Dri-Tec Mattress Protector | Discount Mattress Bowling Green,Dri-Tec Mattress Protector from Bedgear. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
naturepedic-eos-classic,EOS Classic,"<p>Customizable organic comfort</p><ul><li>3 inches of organic latex over 8-inch encased coils</li><li>12-inch zippered design with swappable comfort layers</li><li>Queen, king, and California king can be configured by side</li></ul><p>Call or visit to confirm current showroom availability.</p>",Naturepedic,,Mattress,"primary, naturepedic, Mattress, Extra-firm to plush, Customizable, priced",TRUE,Size,Twin,naturepedic-eos-classic-twin,2399,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/naturepedic/eos-classic.webp,1,EOS Classic | Discount Mattress Bowling Green,EOS Classic from Naturepedic. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
naturepedic-eos-classic,,,,,,,TRUE,Size,Twin XL,naturepedic-eos-classic-twin-xl,2699,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-eos-classic,,,,,,,TRUE,Size,Full,naturepedic-eos-classic-full,3399,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-eos-classic,,,,,,,TRUE,Size,Queen,naturepedic-eos-classic-queen,3799,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-eos-classic,,,,,,,TRUE,Size,King,naturepedic-eos-classic-king,4699,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-eos-classic,,,,,,,TRUE,Size,Cal King,naturepedic-eos-classic-cal-king,4699,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-eos-pillow-top,EOS Pillow Top,<p>Customizable pillow top comfort</p><ul><li>6 inches of organic latex over 8-inch encased coils</li><li>15-inch two-compartment zippered pillow top design</li><li>Comfort levels from firm through ultra-plush</li></ul><p>Call or visit to confirm current showroom availability.</p>,Naturepedic,,Mattress,"primary, naturepedic, Mattress, Firm to ultra-plush, Pillow Top, priced",TRUE,Size,Twin,naturepedic-eos-pillow-top-twin,3299,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/naturepedic/eos-detail.webp,1,EOS Pillow Top | Discount Mattress Bowling Green,EOS Pillow Top from Naturepedic. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
naturepedic-eos-pillow-top,,,,,,,TRUE,Size,Twin XL,naturepedic-eos-pillow-top-twin-xl,3599,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-eos-pillow-top,,,,,,,TRUE,Size,Full,naturepedic-eos-pillow-top-full,4599,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-eos-pillow-top,,,,,,,TRUE,Size,Queen,naturepedic-eos-pillow-top-queen,4999,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-eos-pillow-top,,,,,,,TRUE,Size,King,naturepedic-eos-pillow-top-king,5999,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-eos-pillow-top,,,,,,,TRUE,Size,Cal King,naturepedic-eos-pillow-top-cal-king,5999,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-concerto-pillow-top,Concerto Pillow Top,"<p>Hotel-style organic plush comfort</p><ul><li>Organic latex, encased support coils, and high-density microcoils</li><li>Tufted pillow top design with organic cotton and wool</li><li>13-inch plush profile with strong breathability</li></ul><p>Call or visit to confirm current showroom availability.</p>",Naturepedic,,Mattress,"primary, naturepedic, Mattress, Pillow top plush, Plush, priced",TRUE,Size,Twin,naturepedic-concerto-pillow-top-twin,1439,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/naturepedic/lifestyle.jpg,1,Concerto Pillow Top | Discount Mattress Bowling Green,Concerto Pillow Top from Naturepedic. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
naturepedic-concerto-pillow-top,,,,,,,TRUE,Size,Twin XL,naturepedic-concerto-pillow-top-twin-xl,1679,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-concerto-pillow-top,,,,,,,TRUE,Size,Full,naturepedic-concerto-pillow-top-full,2239,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-concerto-pillow-top,,,,,,,TRUE,Size,Queen,naturepedic-concerto-pillow-top-queen,2399,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-concerto-pillow-top,,,,,,,TRUE,Size,King,naturepedic-concerto-pillow-top-king,3039,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-concerto-pillow-top,,,,,,,TRUE,Size,Cal King,naturepedic-concerto-pillow-top-cal-king,3039,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-serenade,Serenade,"<p>Simple, balanced organic comfort</p><ul><li>2 inches of organic latex over 8-inch encased coils</li><li>11-inch profile in firm, cushion-firm, or plush</li><li>Made without flame retardants, polyurethane foam, glues, or adhesives</li></ul><p>Call or visit to confirm current showroom availability.</p>",Naturepedic,,Mattress,"primary, naturepedic, Mattress, Firm, cushion-firm, or plush, Organic, priced",TRUE,Size,Twin,naturepedic-serenade-twin,1119,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/naturepedic/showroom.jpeg,1,Serenade | Discount Mattress Bowling Green,Serenade from Naturepedic. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
naturepedic-serenade,,,,,,,TRUE,Size,Twin XL,naturepedic-serenade-twin-xl,1279,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-serenade,,,,,,,TRUE,Size,Full,naturepedic-serenade-full,1439,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-serenade,,,,,,,TRUE,Size,Queen,naturepedic-serenade-queen,1599,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-serenade,,,,,,,TRUE,Size,King,naturepedic-serenade-king,2239,,,deny,manual,TRUE,TRUE,,,,,active
naturepedic-serenade,,,,,,,TRUE,Size,Cal King,naturepedic-serenade-cal-king,2239,,,deny,manual,TRUE,TRUE,,,,,active
posh-providence,"Providence 3"" True Pillow Top",<p>Weightless luxury pillow top</p><ul><li>Natural rubber comfort layers</li><li>Wool and cotton fire-retardant layer</li><li>768 queen-size pocketed coils</li></ul><p>Compare Providence comfort in the showroom and confirm current floor model availability.</p>,Posh and Lavish,,Mattress,"primary, posh-and-lavish, Mattress, Medium firm with ultra-plush top, Luxury, priced",TRUE,Option,Medium firm with ultra-plush top,posh-providence-medium-firm-with-ultra-plush-top,4099,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/posh-and-lavish/official-hero.avif,1,"Providence 3"" True Pillow Top | Discount Mattress Bowling Green","Providence 3"" True Pillow Top from Posh and Lavish. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.",active
posh-providence-base,Providence,<p>Responsive natural rubber support</p><ul><li>Natural rubber comfort layers</li><li>Wool and cotton fire-retardant layer</li><li>602 gram Tencel-faced fabric</li></ul><p>Use this as the visible D2C reference point for Providence pricing.</p>,Posh and Lavish,,Mattress,"primary, posh-and-lavish, Mattress, Medium firm, priced",TRUE,Option,Medium firm,posh-providence-base-medium-firm,2699,,,deny,manual,TRUE,TRUE,https://discountmattressbg.com/brand-assets/posh-and-lavish/dm-product.webp,1,Providence | Discount Mattress Bowling Green,Providence from Posh and Lavish. Call or visit Discount Mattress in Bowling Green for current availability and local pricing.,active
